industry,brand,content_type,publishedAt,hour,dayofweek,is_weekend,followers,likes,comments,engagementRate,brand_avg_engagement,relative_engagement,posting_frequency,nbrhashtags,captionlength,caption,hashtags_text,platform,post_url
BEAUTY,freya.tn,reel,2025-06-11 20:33:30+00:00,20,2,0,50467,151.0,10.0,0.3190203499316385,0.8229013713593616,0.3876775042975619,1.971830985915493,8,192,"✨ Double cleansing, but make it Anua. ✨
One step to melt it all away 🧴
One step to deeply cleanse 💧

#skincare #selfcare #tunisie #skincareroutine #skin #kbeauty #skincaretips #doublecleansing",skincare selfcare tunisie skincareroutine skin kbeauty skincaretips doublecleansing,instagram,https://www.instagram.com/p/DKxid0ooa1T/
BEAUTY,freya.tn,reel,2025-04-30 19:35:53+00:00,19,2,0,50467,54.0,0.0,0.10700061426278558,0.8229013713593616,0.13002847970228784,1.971830985915493,6,95,"COSRX sunshine or BOJ calm green?

#skincare #selfcare #tunisie #skincareroutine #skin #kbeauty",skincare selfcare tunisie skincareroutine skin kbeauty,instagram,https://www.instagram.com/p/DJFSWoOowRj/
BEAUTY,freya.tn,reel,2025-05-11 19:04:37+00:00,19,6,1,50467,128.0,0.0,0.2536310856599362,0.8229013713593616,0.3082156555906082,1.971830985915493,6,121,"Everything shower = main character energy. Sundays hit different 😌🫧✨

#skincare #selfcare #kbeauty #sunday #skin #tunisie",skincare selfcare kbeauty sunday skin tunisie,instagram,https://www.instagram.com/p/DJhjbeKI8Q4/
BEAUTY,therapybylk,image,2026-03-27 16:00:00+00:00,16,4,0,123493,126.0,0.0,0.10203007457912595,1.2421770876584248,0.08213810703227388,2.3890784982935154,0,77,"Le geste essentiel pour une peau nette.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWZNF-eAvAr/
BEAUTY,therapybylk,image,2026-04-05 17:14:04+00:00,17,6,1,123493,135.0,3.0,0.11174722453904269,1.2421770876584248,0.08996078389249043,2.3890784982935154,0,94,"Découvrez notre nouveauté : le Sérum Repousse-night cure.
Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWwgiunAjIJ/
BEAUTY,therapybylk,carousel,2026-03-27 14:00:00+00:00,14,4,0,123493,53.0,2.0,0.044536937316285136,1.2421770876584248,0.0358539356093259,2.3890784982935154,0,100,"Découvrez l’Huile Précieuse.
Un rituel capillaire d’exception.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWY_UCzggnr/
BEAUTY,therapybylk,image,2026-04-06 15:39:23+00:00,15,0,0,123493,109.0,4.0,0.09150316212254946,1.2421770876584248,0.07366354043370593,2.3890784982935154,0,121,"Votre rituel du soir : Sérum Repousse - Night Cure.
Appliquer. Masser. Laisser agir.
Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWy6kaZgrZf/
BEAUTY,therapybylk,carousel,2026-04-05 17:22:37+00:00,17,6,1,123493,287.0,5.0,0.23645064902464108,1.2421770876584248,0.19035180359860296,2.3890784982935154,0,125,"Le Sérum Repousse-night cure, en 3 étapes essentielles.
Appliquer. Masser. Laisser agir.
Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWwhnMRgr-U/
BEAUTY,therapybylk,image,2026-04-06 18:00:00+00:00,18,0,0,123493,80.0,0.0,0.06478099973277837,1.2421770876584248,0.05215117906811039,2.3890784982935154,0,84,"Le geste essentiel pour des résultats visibles.
Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWzKwzqApYD/
BEAUTY,therapybylk,reel,2026-04-16 18:55:30+00:00,18,3,0,123493,18528.0,220.0,7.086668499853545,1.2421770876584248,5.705038814725139,2.3890784982935154,0,191,"هانا عملناها الماركة التونسية في تونس و ضربت ❤️ 
@therapybylk in the @tunis.fashionweek x @khalilnouirmasterclass 

Video maker : @sabrinafti 
Make up : @khalil.nouir 
Hairstyle : @rostomhbib",,instagram,https://www.instagram.com/p/DXM_tQMjD_D/
BEAUTY,therapybylk,carousel,2026-03-29 12:01:36+00:00,12,6,1,123493,66.0,7.0,0.05911266225616027,1.2421770876584248,0.04758795089965074,2.3890784982935154,0,108,"Découvrez le masque capillaire au henné.
Un rituel réparateur intense.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWd7Tyvgohj/
BEAUTY,therapybylk,carousel,2026-03-29 16:00:00+00:00,16,6,1,123493,78.0,16.0,0.07611767468601459,1.2421770876584248,0.06127763540502971,2.3890784982935154,0,92,"Découvrez le savon noir.
Un rituel hammam authentique.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWeWnutAotp/
BEAUTY,therapybylk,carousel,2026-04-05 18:36:54+00:00,18,6,1,123493,107.0,1.0,0.08745434963925082,1.2421770876584248,0.07040409174194905,2.3890784982935154,0,103,"6 semaines pour transformer vos cheveux.
Force. Densité. Repousse.
Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWwqHL6gg-F/
BEAUTY,therapybylk,carousel,2026-03-21 18:30:00+00:00,18,5,1,123493,73.0,0.0,0.05911266225616027,1.2421770876584248,0.04758795089965074,2.3890784982935154,0,93,"Gommage moussant.
L’éclat d’une peau lisse et soyeuse. 

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWKBbskgm0W/
BEAUTY,therapybylk,image,2026-03-21 14:36:13+00:00,14,5,1,123493,53.0,0.0,0.04291741232296567,1.2421770876584248,0.03455015613262313,2.3890784982935154,0,122,"Découvrez notre gommage moussant.
Une synergie pure d’eau de rose et d’argile verte.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWJmnJNgjWH/
BEAUTY,therapybylk,image,2026-03-26 13:16:52+00:00,13,3,0,123493,45.0,0.0,0.036439312349687836,1.2421770876584248,0.029335038225812095,2.3890784982935154,0,130,"Découvrez notre masque capillaire au henné.
L’essentiel pour des cheveux sains et brillants.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWWVZ3AAmSX/
BEAUTY,therapybylk,image,2026-03-26 15:36:48+00:00,15,3,0,123493,32.0,0.0,0.025912399893111348,1.2421770876584248,0.020860471627244154,2.3890784982935154,0,105,"Découvrez notre gommage moussant.
Un rituel purifiant et sensoriel.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWWlcR1AjxK/
BEAUTY,therapybylk,carousel,2026-03-18 16:00:00+00:00,16,2,0,123493,68.0,0.0,0.05506384977286163,1.2421770876584248,0.04432850220789384,2.3890784982935154,0,120,"Une formule pure.
Huile d’Argan, néroli tunisien, huile d’olive.
Purifie. Nourrit.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWCB3_8gs8a/
BEAUTY,therapybylk,carousel,2026-03-23 15:13:55+00:00,15,0,0,123493,43.0,1.0,0.03562954985302811,1.2421770876584248,0.02868314848746072,2.3890784982935154,0,107,"Duo gainage & fortification.
L’essentiel pour des cheveux plus forts.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWO0jLtgtBn/
BEAUTY,therapybylk,carousel,2026-03-18 19:00:00+00:00,19,2,0,123493,94.0,3.0,0.07854696217599379,1.2421770876584248,0.06323330462008386,2.3890784982935154,0,93,"Rituel hammam en deux étapes.
Purifier. Révéler l’éclat.
Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWCB627AkZj/
BEAUTY,therapybylk,image,2026-03-26 18:00:00+00:00,18,3,0,123493,40.0,1.0,0.03320026236304892,1.2421770876584248,0.02672747927240658,2.3890784982935154,0,92,"Découvrez le savon noir.
Le geste essentiel du hammam.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWW2B6tgidF/
BEAUTY,therapybylk,carousel,2026-03-23 16:30:00+00:00,16,0,0,123493,62.0,4.0,0.053444324779542154,1.2421770876584248,0.043024722731191074,2.3890784982935154,0,120,"Pack Authentic Thérapy.
Le rituel complet pour sublimer vos cheveux et votre peau.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWO9TYkgvDP/
BEAUTY,therapybylk,carousel,2026-03-21 16:00:00+00:00,16,5,1,123493,205.0,1.0,0.16681107431190434,1.2421770876584248,0.1342892861003843,2.3890784982935154,0,92,"Rituel hammam en 3 gestes.
Appliquer. Masser. Rincer. 

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWJwVzdgnWp/
BEAUTY,therapybylk,carousel,2026-03-23 18:30:00+00:00,18,0,0,123493,39.0,1.0,0.032390499866389186,1.2421770876584248,0.026075589534055196,2.3890784982935154,0,107,"Duo enveloppement & purification.
Pour un rituel hammam authentique. 

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWPLAxugjiy/
BEAUTY,therapybylk,image,2026-04-06 17:00:00+00:00,17,0,0,123493,155.0,2.0,0.12713271197557757,1.2421770876584248,0.10234668892116666,2.3890784982935154,0,86,"Un rituel quotidien pour des cheveux transformés.
Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWzD1uRgg_s/
BEAUTY,therapybylk,image,2026-02-19 09:01:31+00:00,9,3,0,123493,6092.0,61.0,4.982468641947317,1.2421770876584248,4.011077560076041,2.3890784982935154,0,52,L’équipe Thérapy by lk vous souhaite un bon Ramadan.,,instagram,https://www.instagram.com/p/DU7waS3gob6/
BEAUTY,therapybylk,image,2026-03-16 20:00:00+00:00,20,0,0,123493,383.0,13.0,0.32066594867725295,1.2421770876584248,0.25814833638714646,2.3890784982935154,0,114,"Une synergie d’exception :
Ricin, néroli tunisien, romarin, nigelle et ortie.

Available now : www.therapybylk.com",,instagram,https://www.instagram.com/p/DV9TyP4glRM/
BEAUTY,therapybylk,reel,2026-03-15 16:26:39+00:00,16,6,1,123493,1915.0,46.0,1.5879442559497299,1.2421770876584248,1.278355776907056,2.3890784982935154,0,101,"Introducing Authentic Thérapy.
Where purity meets authenticity. 

Available now : www.therapybylk.com",,instagram,https://www.instagram.com/p/DV6WHCjgjjj/
BEAUTY,therapybylk,image,2026-03-17 18:44:55+00:00,18,1,0,123493,81.0,1.0,0.06640052472609784,1.2421770876584248,0.05345495854481316,2.3890784982935154,0,78,"Un rituel pur. 
Des cheveux transformés.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DV_v5LDAvoZ/
BEAUTY,therapybylk,reel,2026-03-15 20:00:00+00:00,20,6,1,123493,1202.0,53.0,1.0162519333079607,1.2421770876584248,0.8181216216309818,2.3890784982935154,0,69,"An Authentic Sunday with Thérapy.
Available now : www.therapybylk.com",,instagram,https://www.instagram.com/p/DV6u-4oAAbb/
BEAUTY,therapybylk,reel,2026-03-17 19:39:00+00:00,19,1,0,123493,271.0,6.0,0.22430421157474514,1.2421770876584248,0.18057345752333226,2.3890784982935154,0,96,"Le rituel henné en trois étapes. 
Pureté. Force. Brillance

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DV_1pc2gqoT/
BEAUTY,therapybylk,reel,2026-03-16 20:30:00+00:00,20,0,0,123493,369.0,13.0,0.30932927372401675,1.2421770876584248,0.24902188005022713,2.3890784982935154,0,109,"Appliquez, massez, laissez agir quelques minutes puis lavez vos cheveux.

Disponible sur :www.therapybylk.com",,instagram,https://www.instagram.com/p/DV9XM8eAELf/
BEAUTY,therapybylk,carousel,2026-03-18 15:00:00+00:00,15,2,0,123493,113.0,1.0,0.09231292461920919,1.2421770876584248,0.07431543017205731,2.3890784982935154,0,107,"Découvrez notre savon noir.
Une texture riche, fondante, sensorielle.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWB7CVMAgtv/
BEAUTY,therapybylk,carousel,2026-03-16 19:12:49+00:00,19,0,0,123493,415.0,11.0,0.3449588235770449,1.2421770876584248,0.27770502853768786,2.3890784982935154,0,113,"Une huile d’exception pour vos racines.
Fortifiante. Stimulante. Apaisante.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DV9OUyAgvRu/
BEAUTY,therapybylk,image,2026-03-17 20:00:00+00:00,20,1,0,123493,116.0,1.0,0.09474221210918837,1.2421770876584248,0.07627109938711145,2.3890784982935154,0,95,"L’essentiel de la nature :
Henné neutre, néroli tunisien.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DV_4hY8AvdV/
BEAUTY,therapybylk,carousel,2025-12-18 14:14:03+00:00,14,3,0,123493,974.0,9.0,0.7959965342165143,1.2421770876584248,0.6408076127994065,2.3890784982935154,0,86,"Découvrez votre essentiel capillaire de la saison.
Disponible sur www.therapybylk.com.",,instagram,https://www.instagram.com/p/DSaGLgyjNBB/
BEAUTY,therapybylk,carousel,2026-02-14 11:23:27+00:00,11,5,1,123493,6958.0,574.2300000000005,7.086668499853545,1.2421770876584248,5.705038814725139,2.3890784982935154,0,443,"À l’occasion de la Saint-Valentin, nous lançons un jeu concours spécial pour célébrer l’amour de soi.

Pour participer :
- Dites-nous en commentaire le pack que vous aimez le plus, et tentez de remporter votre Face routine, Hair ou Body pack préféré.
- Taguez 2 amies.
- Suivez notre page @Therapybylk.

Une gagnante sera annoncée très prochainement pour le pack choisi.

Parce que prendre soin de soi, c’est la plus belle déclaration d’amour.",,instagram,https://www.instagram.com/p/DUvIwwaggHP/
BEAUTY,therapybylk,carousel,2026-03-15 19:00:00+00:00,19,6,1,123493,756.0,16.0,0.6251366474213114,1.2421770876584248,0.5032588780072653,2.3890784982935154,0,82,"Discover the new Authentic Thérapy collection.
Available now : www.therapybylk.com",,instagram,https://www.instagram.com/p/DV6oJdzgoKC/
BEAUTY,therapybylk,image,2025-12-19 11:07:30+00:00,11,4,0,123493,1058.0,6.0,0.8615872964459524,1.2421770876584248,0.6936106816058683,2.3890784982935154,0,82,"For your skin therapy moments.
Our new Headband
Available now: www.therapybylk.com",,instagram,https://www.instagram.com/p/DScVoD7giHg/
BEAUTY,therapybylk,image,2025-12-19 12:26:41+00:00,12,4,0,123493,1242.0,6.0,1.0105835958313427,1.2421770876584248,0.8135583934625222,2.3890784982935154,0,84,"Your skin therapy, all in one.
Our new Skin Pouch
Available on : www.therapybylk.com",,instagram,https://www.instagram.com/p/DScesDBAqIf/
BEAUTY,therapybylk,image,2025-12-19 19:42:20+00:00,19,4,0,123493,1391.0,8.0,1.132857732826962,1.2421770876584248,0.9119937439535807,2.3890784982935154,0,83,"A soft essential for everyday 
Our new chouchou 
Available on : www.therapybylk.com",,instagram,https://www.instagram.com/p/DSdQi4sgkLV/
BEAUTY,therapybylk,carousel,2026-03-29 14:00:00+00:00,14,6,1,123493,96.0,7.0,0.08340553715595217,1.2421770876584248,0.06714464305019215,2.3890784982935154,0,98,"Découvrez le gommage moussant.
L’art de l’exfoliation douce.

Disponible sur — www.therapybylk.com",,instagram,https://www.instagram.com/p/DWeI9OBgkWm/
BEAUTY,therapybylk,carousel,2025-12-18 17:57:45+00:00,17,3,0,123493,1087.0,14.0,0.8915485088223624,1.2421770876584248,0.7177306019248693,2.3890784982935154,0,110,"Découvrez votre nouvelle routine capillaire all about repair en 5 étapes.

Disponible sur: www.therapybylk.com",,instagram,https://www.instagram.com/p/DSafx9ujGmx/
BEAUTY,therapybylk,image,2025-12-31 14:31:55+00:00,14,2,0,123493,16648.0,574.2300000000005,7.086668499853545,1.2421770876584248,5.705038814725139,2.3890784982935154,0,529,"What’s on your wishlist for 2026 ? 

Thérapy existe grâce à vous.
Chaque nouvelle année se construit ensemble.

Merci pour votre fidélité,
pour votre présence à chaque lancement,
et pour faire partie de notre histoire.

Pour célébrer la nouvelle année, nous lançons un jeu concours spécial Nouvel An.

- En commentaire, partagez le produit, le pack ou l’accessoire qui vous fait rêver
- Taguez 3 de vos amies

- 26 gagnantes verront leur wishlist 2026 réalisée,
offerte avec amour par Thérapy.

Happy new year from our lady boss.",,instagram,https://www.instagram.com/p/DS7mjvhAopu/
BEAUTY,therapybylk,reel,2025-12-31 15:10:18+00:00,15,2,0,123493,6129.0,574.2300000000005,5.9347493380191585,1.2421770876584248,4.777699892377263,2.3890784982935154,0,17,2026 on its way !,,instagram,https://www.instagram.com/p/DS7q3zlAkMq/
BEAUTY,therapybylk,image,2026-01-30 10:56:11+00:00,10,4,0,123493,5956.0,38.0,4.85371640497842,1.2421770876584248,3.9074270916781715,2.3890784982935154,0,80,"Therapy’s top-selling sunscreen of the year.

Available on : www.therapybylk.com",,instagram,https://www.instagram.com/p/DUIdn_kgs1M/
BEAUTY,therapybylk,image,2025-12-27 21:12:19+00:00,21,5,1,123493,2822.0,31.0,2.3102524029702085,1.2421770876584248,1.8598414235164866,2.3890784982935154,0,58,"Lucky days for 3 days.
Available now : www.therapybylk.com",,instagram,https://www.instagram.com/p/DSyBM6CgkUz/
BEAUTY,therapybylk,reel,2025-12-27 21:00:35+00:00,21,5,1,123493,2915.0,161.0,2.4908294397253288,1.2421770876584248,2.005212835168845,2.3890784982935154,0,61,"It’s time for lucky days.
Available now : www.therapybylk.com",,instagram,https://www.instagram.com/p/DSx_uOWAunk/
BEAUTY,therapybylk,carousel,2025-12-27 21:10:29+00:00,21,5,1,123493,2767.0,60.0,2.289198578057056,1.2421770876584248,1.842892290319351,2.3890784982935154,0,60,"Our lucky days specials.
Available now : www.therapybylk.com",,instagram,https://www.instagram.com/p/DSyA_eqguDP/
BEAUTY,therapybylk,reel,2026-03-27 12:00:00+00:00,12,4,0,123493,145.0,1.0,0.11822532451232054,1.2421770876584248,0.09517590179930148,2.3890784982935154,0,88,"L’art de l’exfoliation douce en gommage moussant. 

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DWYxpfQgWo-/
BEAUTY,therapybylk,carousel,2025-11-27 19:38:21+00:00,19,3,0,123493,601.0,4.0,0.4899063104791364,1.2421770876584248,0.3943932917025848,2.3890784982935154,0,44,"Discover our offers on :
www.therapybylk.com",,instagram,https://www.instagram.com/p/DRkmmdaAj5B/
BEAUTY,therapybylk,reel,2025-12-31 13:16:04+00:00,13,2,0,123493,4349.0,85.0,3.5904869101892416,1.2421770876584248,2.890479099850019,2.3890784982935154,0,19,A look back at 2025,,instagram,https://www.instagram.com/p/DS7dz37gusT/
BEAUTY,therapybylk,image,2025-12-16 19:36:16+00:00,19,1,0,123493,723.0,13.0,0.5959851975415611,1.2421770876584248,0.47979084742661565,2.3890784982935154,0,69,"The Festivities — Second Edition
Available now at www.therapybylk.com",,instagram,https://www.instagram.com/p/DSVhT3CjPx-/
BEAUTY,therapybylk,image,2025-12-16 19:47:14+00:00,19,1,0,123493,6282.0,574.2300000000005,7.086668499853545,1.2421770876584248,5.705038814725139,2.3890784982935154,0,68,"The Festivities, Second Edition
Ready for you on www.therapybylk.com",,instagram,https://www.instagram.com/p/DSViuLTDJK8/
BEAUTY,therapybylk,reel,2025-11-27 19:30:24+00:00,19,3,0,123493,4982.0,41.0,4.0674370207218224,1.2421770876584248,3.2744421557389813,2.3890784982935154,0,80,"Black Friday Starts Now.
20% Off Sitewide.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRklmpAgo9z/
BEAUTY,therapybylk,reel,2025-12-16 19:32:06+00:00,19,1,0,123493,10751.0,456.0,7.086668499853545,1.2421770876584248,5.705038814725139,2.3890784982935154,0,90,"New packs, new products, new accessories — all wrapped in The Festivities, second edition.",,instagram,https://www.instagram.com/p/DSVgUCSDK6c/
BEAUTY,therapybylk,image,2025-11-27 19:39:04+00:00,19,3,0,123493,2757.0,18.0,2.2470909282307496,1.2421770876584248,1.808994023925079,2.3890784982935154,0,88,"3 Days. 20% Off Sitewide.
Black Friday Starts Now.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRkmrtgAivq/
BEAUTY,therapybylk,image,2025-11-26 11:03:31+00:00,11,2,0,123493,316.0,3.0,0.2583142364344538,1.2421770876584248,0.2079528265340902,2.3890784982935154,0,100,"La crème Hydra Riche, idéale pour les peaux normales à sèches.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRhG4xsDPWc/
BEAUTY,therapybylk,image,2025-11-26 14:10:00+00:00,14,2,0,123493,393.0,4.0,0.3214757111739127,1.2421770876584248,0.25880022612549786,2.3890784982935154,0,74,"Une texture légère,
avec un fini mat.
Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRhcUjAjLyk/
BEAUTY,therapybylk,carousel,2025-11-26 18:10:17+00:00,18,2,0,123493,446.0,6.0,0.3660126484901978,1.2421770876584248,0.2946541617348237,2.3890784982935154,0,132,"Étape 3 de votre routine anti-imperfections :
pour une peau Pour peau purifiée et équilibrée. 

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRh3ugsgkF_/
BEAUTY,therapybylk,carousel,2025-11-26 12:50:45+00:00,12,2,0,123493,349.0,7.0,0.28827544881086375,1.2421770876584248,0.23207274685309123,2.3890784982935154,0,114,"Étape 3 de votre routine Coup d’Éclat :
pour une peau hydratée et lumineuse.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRhTKPDDB5b/
BEAUTY,therapybylk,image,2025-11-23 17:00:00+00:00,17,6,1,123493,266.0,1.0,0.21620658660814782,1.2421770876584248,0.17405456013981843,2.3890784982935154,0,94,"Le sérum Coup d’Éclat, adapté à tous les types de peaux.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRaBWjoDBj9/
BEAUTY,therapybylk,image,2025-11-22 18:39:33+00:00,18,5,1,123493,237.0,2.0,0.19353323670167538,1.2421770876584248,0.1558016474659798,2.3890784982935154,0,106,"Découvrez notre mousse nettoyante éclaircissante- anti imperfections

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRXn5ViDPVs/
BEAUTY,therapybylk,carousel,2025-11-23 15:00:00+00:00,15,6,1,123493,269.0,11.0,0.22673349906472431,1.2421770876584248,0.1825291267383864,2.3890784982935154,0,114,"Étape 2 de votre routine Coup d’Éclat :
pour une peau hydratée et lumineuse.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRZzlkAAsUC/
BEAUTY,therapybylk,image,2025-11-25 09:59:59+00:00,9,1,0,123493,290.0,5.0,0.23887993651462028,1.2421770876584248,0.1923074728136571,2.3890784982935154,0,79,Découvrez notre Sérum - anti imperfections disponible sur : www.therapybylk.com,,instagram,https://www.instagram.com/p/DRea0jVAkiU/
BEAUTY,therapybylk,image,2025-11-26 10:40:10+00:00,10,2,0,123493,304.0,2.0,0.2477873239778773,1.2421770876584248,0.1994782599355223,2.3890784982935154,0,79,"une texture riche,
avec un fini non gras.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRhENwfjPBy/
BEAUTY,therapybylk,image,2025-11-21 14:31:39+00:00,14,4,0,123493,198.0,2.0,0.16195249933194594,1.2421770876584248,0.130377947670276,2.3890784982935154,0,103,"La mousse nettoyante éclaircissante pour peaux normales à sèches.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRUmsQFjCiJ/
BEAUTY,therapybylk,carousel,2025-11-22 14:56:29+00:00,14,5,1,123493,223.0,0.0,0.18057703675511974,1.2421770876584248,0.14537141165235773,2.3890784982935154,0,82,"Étape 1 de votre routine anti-imperfections.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRXOXn1jIIJ/
BEAUTY,therapybylk,carousel,2025-11-24 09:00:40+00:00,9,0,0,123493,297.0,2.0,0.24211898650125918,1.2421770876584248,0.1949150317670626,2.3890784982935154,0,145,"Étape 2 de votre routine anti-imperfections :
pour une peau équilibrée, purifiée et protégée des récidives.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRbvPVdjJ-b/
BEAUTY,therapybylk,image,2025-11-21 19:33:37+00:00,19,4,0,123493,202.0,1.0,0.16438178682192514,1.2421770876584248,0.13233361688533013,2.3890784982935154,0,100,"2 mousses. 2 routines.
1 peau éclatante et purifiée.

Disponible maintenant sur : www.theraybylk.com",,instagram,https://www.instagram.com/p/DRVJMT8jGtC/
BEAUTY,therapybylk,reel,2025-11-23 12:19:14+00:00,12,6,1,123493,471.0,1.0,0.3822078984233924,1.2421770876584248,0.3076919565018513,2.3890784982935154,0,96,"Get the glass skin effect with our new serum coup d’éclat.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRZhAxuguOg/
BEAUTY,therapybylk,carousel,2025-11-24 14:59:56+00:00,14,0,0,123493,333.0,11.0,0.278558298850947,1.2421770876584248,0.2242500699928747,2.3890784982935154,0,123,"Votre routine anti-imperfections en trois étapes :
Purifier, traiter, réguler.

Disponible maintenant : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRcYWlKDIk5/
BEAUTY,therapybylk,reel,2025-11-16 11:30:49+00:00,11,6,1,123493,794.0,35.0,0.6712931097309159,1.2421770876584248,0.5404165930932939,2.3890784982935154,0,85,"A closer look at the textures of Skin Therapy .

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRHaAF8gnZn/
BEAUTY,therapybylk,image,2025-10-10 19:12:50+00:00,19,4,0,123493,664.0,523.0,0.9611880835350991,1.2421770876584248,0.7737931194230879,2.3890784982935154,0,128,"Appliquer une fois par jour. Formule douce, respectueuse, sans perturbateurs endocriniens.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DPo9hksDLxB/
BEAUTY,therapybylk,image,2025-11-18 15:18:01+00:00,15,1,0,123493,310.0,16.0,0.2639825739110719,1.2421770876584248,0.21251605470254986,2.3890784982935154,0,99,"Votre rituel éclat en 3 étapes :
Nettoyer. Traiter. Hydrater.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRM9p31jJ5G/
BEAUTY,therapybylk,carousel,2025-11-21 11:09:54+00:00,11,4,0,123493,258.0,5.0,0.2129675366215089,1.2421770876584248,0.17144700118641293,2.3890784982935154,0,130,"Étape 1 de votre routine Coup d’Éclat :
pour une peau nette, éclatante, hydratée et unifiée.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRUPpOMjKqm/
BEAUTY,therapybylk,carousel,2025-11-16 12:56:27+00:00,12,6,1,123493,8486.0,111.0,6.961528183783697,1.2421770876584248,5.604296080606814,2.3890784982935154,0,69,"The only skin therapy you need.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRHj3PuAnRF/
BEAUTY,therapybylk,image,2025-12-18 12:17:19+00:00,12,3,0,123493,781.0,6.0,0.6372830848712073,1.2421770876584248,0.513037224082536,2.3890784982935154,0,57,"Our new accessories.
Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DSZ40nagsKP/
BEAUTY,therapybylk,carousel,2025-11-18 12:02:08+00:00,12,1,0,123493,346.0,5.0,0.2842266363275651,1.2421770876584248,0.22881329816133436,2.3890784982935154,0,100,"Votre nouvelle routine Coup d’Éclat commence avec SkinTherapy.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRMnPLEjNYv/
BEAUTY,therapybylk,reel,2025-10-11 10:52:25+00:00,10,5,1,123493,593.0,191.0,0.6348537973812282,1.2421770876584248,0.511081554867482,2.3890784982935154,0,197,"Un soin respectueux pour apaiser et maintenir l’équilibre naturel de votre flore intime.

Anti-inflammatoire, antimicrobien, anti-rougeurs, anti-démangeaisons.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DPqpAMcDKdr/
BEAUTY,therapybylk,reel,2025-11-19 17:00:00+00:00,17,2,0,123493,600.0,6.0,0.4907160729757962,1.2421770876584248,0.39504518144093625,2.3890784982935154,0,101,"Les essentiels de votre routine SkinTherapy anti-imperfections.

Disponible sur : www.therapybylk.com",,instagram,https://www.instagram.com/p/DRPuLS7iKda/
